2024-08-29 00:21:25,1.0225,
2024-08-29 00:21:35,1.0225,
2024-08-29 11:51:54,1.0213,
2024-08-29 11:59:43,1.0220,
2024-08-29 12:14:43,1.0223,
2024-08-29 12:29:43,1.0221,
2024-08-29 12:44:43,1.0222,
2024-08-29 12:59:43,1.0219,
2024-08-29 14:26:41,1.0236,
2024-08-29 15:14:41,1.0244,
2024-08-29 15:16:10,1.0244,
2024-08-29 15:17:50,1.0244,
2024-08-29 15:23:59,1.0243,
2024-08-29 15:27:09,1.0243,
2024-08-29 15:42:09,1.0243,
2024-08-29 15:57:09,1.0261,
2024-08-29 16:12:09,1.0260,
2024-08-29 16:27:09,1.0280,
2024-08-29 16:42:09,1.0282,
